Welche Behörden dürfen Betrieb überprüfen? (5),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Genehmigungsbehörde Berufsgenossenschaft Finanzamt Zoll (Schwarzarbeit)Landesversicherungsanstalt (LVA),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was heißt BOKraft?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Für welchen Bereich gilt die BOKraft?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was wird in der BOKraft geregelt?(Einige Inhalte der BOKraft?),An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,In der BOKraft befinden sich Vorschriften über den Betrieb die Ausrüstung und Beschaffenheit der Fahrzeuge sowie Sondervorschriften über die Untersuchung der Fahrzeuge.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche Pflichten hat der Unternehmer nach BOKraft?(3),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,muss seinen Fuhrpark im technisch optimalen Zustand halten muss die Gesetze und Vorschriften beachtendarf nur befähigtes Personal einstellen,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Darf der Taxifahrer winkende Fahrgäste außerhalb der Betriebsgemeinde aufnehmen?,Werkvertrag,Nein,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche regeln muss der Fahrer im Fahrdienst beachten?(5),Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,rücksichtsvolles und besonnenes Verhalten (höflich/hilfsbereit)keine alkoholischen Getränke/ Fahrtüchtigkeit beeinträchtigenden MittelRauchverbot kein Fernsehempfänger (während der Fahrt)Verbot der Tätigkeit bei bestimmten übertragbaren Krankheiten,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Ja
Welchen Fahrweg muss der Taxifahrer wählen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welchen Fahrweg muss der Mietwagenfahrer wählen?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Papiere muss ein Taxifahrer/Mietwagenfahrer mitführen? (5+3),Bei vollständiger Besetzung min 50kg,Führerschein Führerschein zur Fahrgastbeförderung (FzF/PSchein)FahrzeugscheinKonzessionsauszugPersonalausweis Taxifahrer dazu noch:gestempelte QuittungenStadtplanTTO & TO,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche Vertragspflichten haben Unternehmer und Fahrgast?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Der Unternehmer: hat den Fahrgast mit Gepäck an den Bestimmungsort zu bringen & für die Unversehrtheit des Fahrgastes zu sorgen.Der Fahrgast: hat sich so zu verhalten wie es die Sicherheit & Ordnung des Betriebes & die Rücksicht auf andere Personen erfordern den Anweisungen des Betriebspersonals zu folgen den Beförderungspreis zu entrichten,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Darf ein Taxi an einem Taxistand abgestellt werden wenn keine Betriebsbereitschaft besteht?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Nein,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Darf man einen anderen als den am Fahrpreisanzeiger angezeigten Fahrpreis verlangen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wo können Einzelheiten über die Betriebspflicht und den Dienstbetrieb des Taxiunternehmens geregelt sein?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,In der Taxiordnung (TO),Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Ja
Welches Taxi muss der Fahrgast am Taxistand nutzen?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Fahrgast hat freie Wahl?,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wo ist die Bereitstellung von Taxis gestattet?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wo müssen Sie einen Unfall melden wenn der Fahrer mehrere Tage im Krankenhaus behandelt werden muss?Meldepflichten und Fristen bei Institutionen!,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Genehmigungsbehörde: unverzüglich telefonisch bei der KFZ-Versicherung oder schriftlich innerhalb 1 Woche Berufsgenossenschaft: unverzüglich,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was ist beim Transport von Kindern zu beachten?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Es müssen min. 2 Kindersitze mitgeführt werden. Klasse 0: bis 9kg Gewicht Klasse 1: 9-18kg Klasse 2/3: über 18kg + 150cm Körpergröße,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Nennen sie den Alkoholpomille-Grenzwert der für einen Taxi- & Mietwagenfahrer gilt!,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Darf ein Taxifahrer auch außerhalb der öffentlichen Halteplätzen im Pflichtfahrgebiet winkende Fahrgäste aufnehmen?,Bei vollständiger Besetzung min 50kg,Ja wenn er frei is muss er sogar.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Dürfen Mietwägen am Taxistand oder auf öffentlichen Straßen & Plätzen bereitgestellt werden?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Ja
Darf sich ein Fahrer mit dem Fahrgast unterhalten?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Ja,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
5 Gründe aus denen ein Fahrgast von der Beförderung ausgeschlossen werden kann?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,wenn für die Sicherheit des Auftrags nicht garantiert werden kannberauschter Zustand ekelerregender Zustand ansteckende Krankheiten nach dem BundesseuchengesetzWaffenbesitzFahrten außerhalb des Pflichtfahrgebiet,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Darf ein Mietwagen am Flughafen einen Fahrgast aufnehmen?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wann muss ein Taxischild beleuchtet sein und wann nicht?(1+4),Bei vollständiger Besetzung min 50kg,beleuchtet: im Pflichtfahrgebiet wenn keine Fahrtaufträge ausgeführt werdennicht beleuchtet: bei der Bereitstellung am Taxistand außerhalb des Pflichtfahrgebiet während der Durchführung eines Fahrtauftrags auch wenn der Fahrer eine Leerfahrt zum Kunden hat,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wofür ist im Mietwagen der Wegstreckenzähler?,Werkvertrag,Im Mietwagenverkehr wird das Beförderungsentgelt frei vereinbart entweder gesamt oder auf Kilometerbasis. Zur Kontrolle für den Fahrgast muss der Wegstreckenzähler eingebaut sein.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wie viele Türen müsse. Taxis & Mietwagen mindestens haben?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Min. 2 Türen auf der rechten Längsseite,Ja,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Lache Farbe muss ein Taxi haben?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Hell-Elfenbein Farbton RAL 1015,Min. 2 Türen auf der rechten Längsseite,Ja
Ist auf Taxis und Mietwägen Eigen- bzw. Fremdwerbung erlaubt?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Ja. Sie darf nur an den seitlichen Fahrzeugtüren angebracht sein.Politische & religiöse Werbung ist an Taxis unzulässig,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wo befindet sich am Taxi die Ordnungsnummer? Wie sieht sie aus?,Bei vollständiger Besetzung min 50kg,An der rechten unteren Ecke der Heckscheibe. Schwarze Ziffern auf gelbem Grund. Von inne und außen lesbar,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wie oft müssen Fahrzeuge die zur Personenbeförderung dienen zu Hauptuntersuchung?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Alle 12 Monate?,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wie viel Gepäck muss ein Taxi auch bei vollständiger Besetzung mindestens befördern können?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Bei vollständiger Besetzung min 50kg,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Ja,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wodurch unterscheidet sich ein Taxi äußerlich von anderen Fahrzeugen?(3),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Alle Merkmale eines Taxis? (8),An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Taxameter 2 Achsen 4 RäderTaxifarbebeleuchtetes Schild KonzessionsnummerUnternehmensschildAlarmanlagemin. 2 Türen rechts,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Beschreiben Sie die Alarmanlage für Taxi & Mietwagen! (4),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,muss vom Fahrersitz einschaltbar und von außen ausschaltbar seinmuss Hupe in Intervallen zum Tönen bringen muss Scheinwerfer und hintere Fahrtrichtungsanzeiger zum blinken bringenzusätzlich stiller Alarm an Taxischild,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja
Worauf muss man achten wenn man das Fahrzeug sowohl als Taxi als auch als Mietwagen einsetzen will? (Mischkonzession) (5),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,TaxifarbeTaxischild Ordnungsnummer FahrpreisanzeigerWegstreckenzähler Wenn das Fahrzeug als Mietwagen verwendet wird dürfen die Taximerkmale nicht verwendet werden (Taxi- & Ordnungsnummernschild),Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was muss man vor der ersten Inbetriebnahme besonders beachten?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Der Unternehmer muss vor dem ersten Einsatz des Pkw eine außerordentliche HU nach BOKraft veranlassen & den Untersuchungsbericht unverzüglich der Genehmigungsbehörde vorlegen,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche Punkte sollte eine Prüfliste zu den Rädern enthalten?(4),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Reifen/Felgen ohne Beschädigung Radmuttern fest und unbeschädigt Ausreichende ProfiltiefeKein Luftdruckverlust,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was sollte eine Prüfliste zu den Bremsen enthalten?(3),An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Akzeptabler Leerweg des Bremspedals Ausreichender Bremsflüssigkeitsstandkein nachgeben des Bremspedals bei mehrmaligem Niedertreten,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Aus welchen Elementen setzt sich der Fahrpreis im Taxi zusammen?(4),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Wer legt im Taxiverkehr die Beförderungsentgelte fest?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wo und wie häufig müssen Fahrpreisanzeiger geeicht werden?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Nach welcher Vorschrift muss ein Mietwagen ausgerüstet sein?Welche weiteren Voraussetzungen müssen erfüllt sein?(6),Fahrzeug muss der BOKraft entsprechen.Im Fahrzeug mitzuführen sind: Verbandskasten Kindersitz (2x)bei entsprechenden Witterungsverhältnissen Winterreifen und Schneeketten Abschleppseil/- Stange Schaufel/Spaten Warnweste,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Ist im Taxi und Mietwagen das mitführen einer Warnweste oder eines Feuerlöschers Pflicht?,Warnweste jaFeuerlöscher nein,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was ist ein Betriebsleiter?,Ein vom Unternehmer eingesetzter Angestellter der die Pflichten des Unternehmers wahrzunehmen hat ohne dass der Unternehmer dadurch seiner Verantwortung entlassen wird.,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Ab welcher Größenordnung des Betriebs soll die Genehmigungsbehörde einen Betriebsleiter verlangen?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Die Genehmigungsbehörde kann die Bereitstellung eines Betriebsleiters verlangen bei mehr als 10 Fahrzeugen wenn andere betriebliche Umstände (z.B. bei Niederlassungen) dafür sprechen,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
